No,Name,Phone,Address,Type
6645,Bp,01865 748 434,"44-56 Oxford Road, Oxford, Oxfordshire, OX4 2DT",Petrol Service Stations
6646,Bp,01865 557 164,"A40 Woodstock Road, A40, Oxford, Oxfordshire, OX2 8AL",Petrol Service Stations
6647,Dunelm,01865 595 267,"Botley Road, Oxford, Oxfordshire, OX2 0FE",Household Stores
6648,Oaken Holt Nursing And Residential Home,0808 223 5529,"Eynsham Road, Oxford, Oxfordshire, OX2 9NL",Home Care And Help Services
6649,Wytham House,0808 223 5402,"Eynsham Road, Oxford, Oxfordshire, OX2 9NL",Home Care And Help Services
6650,Brewers Decorator Centres,01865 718 171,"2 Oxford Trade Centre, Harrow Road, Oxford, Oxfordshire, OX4 6NU",Painting And Decorating Merchants And Suppliers
6651,H&T Pawnbrokers,01865 245 602,"164 Cowley Road, Oxford, Oxfordshire, OX4 1UE",Loans
6652,Chancellors - Summertown Estate Agents,01865 516 161,"255 Banbury Road, Summertown, Oxford, Oxfordshire, OX2 7HN",Estate Agents
6653,Kfc Oxford,01865 249 300,"35 Cornmarket Street, Oxford, Oxfordshire, OX1 3EZ",Fast Food Delivery
6654,The Baron Oxford,01865 246 607,"234 Cowley Rd, Oxford, Oxfordshire, OX4 1UH",Wine Bars
6655,Space Nk Oxford,01865 688 021,"114 High Street, Oxford, Oxfordshire, OX1 4BX",Health & Safety Products
6656,Bp,01865 891 837,"Thame Road, Oxford, Oxfordshire, OX44 7TR",Petrol Service Stations
6657,Kfc Oxford,01865 514 268,"A34/A40/A44 Woodstock Road, Pear Tree Interchange, Pear Tree Roundabout, A34/A40/A44, Oxford, Oxfordshire, OX2 8JZ",Fast Food Delivery
6658,Kfc Waterstock,01865 877 000,"M40, Welcome Break Junction 8, M40 Motorway, Thame Road, Waterstock, Oxford, Oxfordshire, OX33 1JN",Fast Food Delivery
6659,Chancellors - Headington Estate Agents,01865 763 464,"107 London Road, Headington, Oxford, Oxfordshire, OX3 9HZ",Estate Agents
6660,Chancellors - East Oxford Estate Agents,01865 240 842,"215 Cowley Road, Oxford, Oxfordshire, OX4 1XF",Estate Agents
6661,Mail Boxes Etc. Headington,01865 741 729,"94 London Rd, Headington, Oxford, Oxford, Oxfordshire, OX3 9FN",Couriers
6662,Dfs Oxford,3339999770,"1 Botley Road, Oxford, Oxfordshire, OX20HD",Furniture Retail Outlets
6663,B&M Store,3308389236,"9-10 Hockmore Street, Templars Square Shopping Centre, The Square, Oxford, Oxfordshire, OX4 3XH",Drinks - Delivered
6664,Bp,01865 876 372,"Junction 8 M40, Junction 8, Oxford, Oxfordshire, OX33 1JN",Petrol Service Stations
6665,Next,3330055500,"Ambassador Avenue, Unit 4, Cowley Retail Park, Oxford, Oxfordshire, OX4 6ZN",Clothing Retailers
6666,Wild Bean Cafe,01865 891 837,"Thame Road, Oxford, Oxfordshire, OX44 7TR",Cafes And Snack Bars
6667,Shaw Trust - Charity Shop - Cowley,01865 714 885,"115 Pound Way, Templars Square Shopping Centre, Cowley, Oxford, Oxfordshire, OX4 3XH",Charity Shops
6668,Mail Boxes Etc. Summertown,01865 514 655,"266 Banbury Road, Summertown, Oxford, Oxfordshire, OX2 7DL",Couriers
6669,Sainsbury's Groceries Click & Collect,01865 771 146,"Heyford Hill, Littlemore, Oxford, Oxfordshire, OX4 4XR",Grocers
6670,Welcome Break Oxford,01865 877 007,"M40 Motorway, Junction 8A, Thame Road, Oxford, Oxfordshire, OX33 1LJ",Convenience Stores
6671,Welcome Break Peartree,01865 513 292,"Peartree Roundabout, Woodstock Road, Oxford, Oxfordshire, OX2 8JZ",Convenience Stores
6672,Gardiners Opticians,01865 761 459,"5 Manor Buildings Osler Rd, Oxford, Oxfordshire, OX3 7RA",Opticians Ophthalmic
6673,Bensons For Beds,01865 202 795,"Unit 1, Botley Road Retail Pk, Botley Road, Oxford, Oxfordshire, OX2 0HA",Furniture For Home And Office
6674,First Step To Healthy Feet,01865 806 762,"St Ebbes, Oxford, Oxfordshire, OX1 1RU",Foot Health Practitioners
6675,Macmillan Oxford Citizens Advice Benefits Service,01865 227 083,"Radiotherapy Outpatients, Cancer And Haematology Centre, Churchill Hospital, Old Road, Oxford, Oxfordshire, OX3 7LJ",Clubs Social And Associations
6676,Manos Cafe & Deli,01865 311 782,"105 Walton St, Oxford, Oxfordshire, OX2 6EB",Restaurant - Greek
6677,The Jolly Postboys,01865 777 767,"Florence Park Road 22, Oxford, Oxfordshire, OX4 3PH",Restaurants
6678,Headington Hounds,07776 307 074,"51 Pitts Rd, Oxford, Oxfordshire, OX3 8BA",Pet Services
6679,Oxwash,01865 688 325,"Roger House Osney Mead, Oxford, Oxfordshire, OX2 0ES",Dry Cleaners
6680,Jackson & Browning Independent Funeral Services,01865 426 056,"9 Knights Road, Blackbird Leys, Oxford, Oxfordshire, OX4 6HU",Funeral Services
6681,Oxford Tyre Centre,01865 590 523,"25 Ferry Hinksey Road, Oxford, Oxfordshire, OX2 0BY",Tyre Dealers
6682,Marion Creative Freelancer,07710 894 495,"John Eccles House, Science Park, Robert Robinson Ave, Littlemore, Oxford, Oxfordshire, OX4 4GP",Graphic Designers
6683,"Le Manoir Aux Quat’Saisons, A Belmond Hotel, Oxfordshire",01844 278 881,"Church Road, Oxford, Oxfordshire, OX44 7PD",Hotels
6684,Nisa Local,01865 779 495,"102-104 Blackbird Leys Rd, Cowley, Oxford, Oxfordshire, OX4 6HS",Convenience Stores
6685,John D Wood & Co Estate Agents Oxford,01865 575 039,"235 Banbury Road, Oxford, Oxfordshire, OX2 7HN",Estate Agents
6686,"Bupa Dental Care Diamond House, Summertown",01865 559 521,"199 Banbury Road, Oxford, Oxford, Oxfordshire, OX2 7AR",Dentists
6687,Oxford Security Services,01865 751 605,"Sandford Gate Eastpoint Business Pa, Sandy Lane West, Oxford, Oxfordshire, OX4 6LB",Security Equipment Suppliers And Manufacturers
6688,Lera Accountancy,07760 223 571,"110, Dene Rd, Oxford, Oxfordshire, OX3 7EG",Accounting Activities
6689,Benefit Cosmetics Brow Bar,01865 255 044,"1-12 Magdalene Street, Oxford, Oxfordshire, OX1 3AA",Beauty Salons
6690,A1 Oxfordshire Removals,07751 583 759,"33, Milton Rd, Oxford, Oxfordshire, OX4 3EF",Removals And Storage Activities (domestic)
6691,Macmillan Benefits Service,01865 227 083,"Radiotherapy Outpatients, Cancer And Haematology Centre, Churchill Hospital, Old Road, Oxford, Oxfordshire, OX3 7LJ",Clubs Social And Associations
6692,Lucy's Massage Therapy,07425 771 830,"37 Littlemore Rd, Oxford, Oxfordshire, OX4 3SS",Masseurs
6693,Fred Carter,01865 744 262,"32 Masons Roadheadington, Oxford, Oxfordshire, OX3 8QJ",Painting Contractors
6694,The Buswell Parks,01865 873 505,"Lower Farmdenton, Oxford, Oxfordshire, OX44 9JL",Estate Agents
6695,Botley Windscreens,01865 884 455,"Oxford Roadfarmoor, Oxford, Oxfordshire, OX2 9NN",Windscreen Replacement And Repair Services
6696,Dene Bridges,01865 718 728,"5 Cranmer Road, Oxford, Oxfordshire, OX4 2QA",Gardening Services
6697,P & R Roofing Ltd,01865 875 523,"Unit 6 Coopers Yard, Oxford, Oxfordshire, OX33 1SD",Roofing Contracting Services
6698,Hurricane Security,01865 749 700,"18 Briar Wayblackbird Leys, Oxford, Oxfordshire, OX4 6SE",Security Activities
6699,Brian Poulter,01865 744 032,"63 Masons Road, Oxford, Oxfordshire, OX3 8QL",Painting Contractors
6700,Rugs By Design,01865 511 831,"2 Tattersalls, Oxford, Oxfordshire, OX2 7LY",Carpet And Rug Retailers
6701,Amega Alarms,01865 864 359,"2 Stone Close, Oxford, Oxfordshire, OX2 9SQ",Security Activities
6702,A E Chantler Roofing Specialist,01865 736 633,"211 Poplar Grovekennington, Oxford, Oxfordshire, OX1 5QT",Roofing Contracting Services
6703,Tombo Beyani Personal Trainer,07787 548 836,"Holywell House Osney Mead, Oxford, Oxfordshire, OX2 0EA",Fitness Consultants
6704,Mrf Window Cleaning Services,01865 777 889,"37 Green Hill, Oxford, Oxfordshire, OX4 7UD",Cleaning Contracting Domestic
6705,Botley Road Motors Ltd,01865 246 757,"4 Hinksey Business Centrenorth Hinksey Lane, Oxford, Oxfordshire, OX2 0NR",Motor Vehicle Mechanics
6706,Sidleys,01865 726 016,"6 King Edward Street, Oxford, Oxfordshire, OX1 4JL",Estate Agents
6707,Enjoy-Crafts,01865 874 014,"2 Upper Farm Cottages, Oxford, Oxfordshire, OX44 9JQ",Schools And Colleges (art)
6708,Brooko's Tyre & Exhaust Centre Ltd,01865 248 882,"""Unit 14, Curtis Yard"", Oxford, Oxfordshire, OX2 0LX",Tyre Dealers
6709,Electric Aids Oxford Ltd,01865 761 405,"5 The Parade, Oxford, Oxfordshire, OX3 7BL",Domestic Appliances (servicing And Repairs)
6710,Trident Ccd Construction Ltd,01865 891 861,"30 Brookside Estate, Oxford, Oxfordshire, OX44 7SQ",Estate Agents
6711,B & B Locksmiths,01865 864 011,"28 Lakeside, Oxford, Oxfordshire, OX2 8JG",Locksmiths
6712,Smith & Osman Services,01865 747 527,"85 Wilkins Road, Oxford, Oxfordshire, OX4 2JB",Vacuum Cleaners Sales And Repairers Of
6713,Sticky Endings,07920 715 126,"Nowell Road, Oxford, Oxfordshire, OX4 4TD",Murder Mystery Evenings And Weekends
6714,Dukes Removals,01865 803 352,"1 Queensgate, 83 Five Mile Drive, Oxford, Oxfordshire, OX2 8HH",Removals And Storage Activities (domestic)
6715,Thames Valley Resurfacing,07429 896 501,"12 Kiln Lane, Oxford, Oxfordshire, OX44 9AR",Paving Contractors
6716,Charles Wood & Sons,01865 747 555,"Peterley Road, Horspath Trading Estate, Oxford, Oxfordshire, OX4 2TY",Removals And Storage Activities (domestic)
6717,A & R Plumbing,01865 741 382,"56 Derwent Avenue, Oxford, Oxfordshire, OX3 0AS",Boilers Servicing And Repairs
6718,D E C Oxford Ltd,01865 725 453,"35 Stockmore Street, Oxford, Oxfordshire, OX4 1JT",Electrical Contractors And Electricians
6719,Oxford Gas Maintenance,01865 362 801,"25 Eastern Avenue, Oxford, Oxfordshire, OX4 4QS",Boilers Servicing And Repairs
6720,The Lamb Inn,01844 279 527,"High St, Oxford, Oxfordshire, OX44 7PU",Restaurants
6721,Lee Hill Fireplace Installer,01865 787 940,"2 Rivermead Road, Oxford, Oxfordshire, OX4 4UD",Chimney Builders
6722,Personal Service Pest Control,07900 884 471,"Northfield Farm Cottage, Oxford, Oxfordshire, OX44 9AX",Pest Control
6723,Old Manor House Riding School,01865 242 274,"20 North Hinksey Lane, Oxford, Oxfordshire, OX2 0LX",Animal And Bird Housing
6724,Ace Floor Sanding Specialists,01865 778 268,"1 Stone Quarry Lane, Oxford, Oxfordshire, OX4 4HE",Cleaning Contracting Domestic
6725,Aj Landscapes & Fencing,01865 875 883,"5 Barns Close, Oxford, Oxfordshire, OX33 1QB",Landscape Contractors
6726,Crowthorne Kennels And Cattery,01844 391 345,"Milton Common, Oxford, Oxfordshire, OX33 1GX",Boarding Kennels
6727,James Price Associates,07802 717 210,"Flat 32 Wyndham House, Oxford, Oxfordshire, OX2 6JJ",Stocktaking Services
6728,Dentons Garage,01865 242 310,"Cross Street, Oxford, Oxfordshire, OX4 1DA",Motor Vehicle Mechanics
6729,Steven Andrews Bespoke,07540 221 574,"Morrell Avenue, Oxford, Oxfordshire, OX4 1NF",Kitchen Planners And Installers
6730,Ultra Home Services,07881 272 005,"Unit 13 Interzone House, 74-77 Magdalen Road, Oxford, Oxfordshire, OX4 1RE",Home Improvement
6731,White Stuff Oxford,01865 249 079,"Unit L26C, 104 Paradise Square, Westgate, Oxford, Oxfordshire, OX1 1PB",Clothing Retailers
6732,Oxford Crematorium,01865 351 010,"Bayswater Road, Headington, Oxford, Oxfordshire, OX3 9RZ",Funeral Services
6733,Goldsmiths,01865 726 309,"256 Queen Street, Oxford, Oxfordshire, OX1 1PE",Watch And Clock Sales & Repairs
6734,M L Tennis,07534 665 835,"Barracks Lane, Oxford, Oxfordshire, OX4 2AS",Sports Clubs
6735,Miss Selfridge,01865 792 432,"1 Magdalen Street, C/O Debenhams Plc, Oxford, Oxfordshire, OX1 3AA",Clothing Retailers
6736,Topshop,01865 244 237,"22 Queen Street, Oxford, Oxfordshire, OX1 1EP",Clothing Retailers
6737,The Groom Room Oxford Cowley,3456050696,"Templars Retail Park, Between Towns Road, Oxford, Oxfordshire, OX4 3JP",Pet Services
6738,Miss Selfridge,01865 244 237,"22 Queen Street, C/O Topshop, Oxford, Oxfordshire, OX1 1EP",Clothing Retailers
6739,Topman,01865 244 237,"22 Queen Street, C/O Topshop, Oxford, Oxfordshire, OX1 1EP",Clothing Retailers
6740,Wallis,01865 726 391,"1 Magdalen Street, C/O Debenhams Plc, Oxford, Oxfordshire, OX1 3AA",Clothing Retailers
6741,The Groom Room Oxford,3456009674,"Botley Road Retail Park, Oxford, Oxfordshire, OX2 0HA",Pet Services
6742,Oxford Brookes Co-Op,01865 760 762,"Gipsy Lane Oxford Brookes University, Headington, Oxford, Oxfordshire, OX3 0BP",Grocers
6743,Mcdonald's Oxford Headington,01865 744 849,"298 London Road, Headington, Oxford, Oxfordshire, OX3 8DJ",Fast Food Delivery
6744,James' Driving Academy,01865 321 082,"56 Otters Reach, Oxford, Oxfordshire, OX1 5QL",Driving Schools
6745,Bright Horizons Oxford Business Park Day Nursery And Preschool,3300576076,"Plot 9850, Garsington Road, Oxford, Oxfordshire, OX4 2DQ",Nanny Agencies
6746,Flight Centre,01865 224 131,"10 Queen Street, Oxford, Oxfordshire, OX1 1EJ",Travel Agency Activities
6747,Shaun Bradford,01865 247 752,"13 Crabtree Rd, Oxford, Oxfordshire, OX2 9DU",Building Construction Contractors
6748,Advanced Pest Control Ltd,01865 389 735,"Prama House, 267, Banbury Rd, Oxford, Oxfordshire, OX2 7HT",Pest Control
6749,Maidenhead Aquatics Oxford,01865 876 516,"57 London Road, Oxford, Oxfordshire, OX33 1YJ",Pet Services
6750,"B. Gillen Fencing, Paving & Groundworks",07796 620 892,"6 Ash Grove, Oxford, Oxfordshire, OX3 9JL",Paving Contractors
6751,Milan Fencing & Landscaping,01865 421 273,"17 Raleigh Park Rd, Oxford, Oxfordshire, OX2 9AZ",Fencing Contractors
6752,Thame & Wheatley Family Law,07432 767 426,"Unit 3 Wheatley Business Centre, Old London Rd, Oxford, Oxfordshire, OX33 1XW",Legal Services
6753,Oxford Security Services Ltd,01865 751 605,"52 Cornmarket St, Oxford, Oxfordshire, OX1 3HJ",Security Equipment Suppliers And Manufacturers
6754,Premier Inn Oxford Cowley Hotel,3333211384,"Oxford Business Park, Garsington Road, Oxford, Oxfordshire, OX4 2JT",Hotels
6755,Sainsbury's,01865 722 179,"21 Westgate, Oxford, Oxfordshire, OX1 1PA",Supermarkets
6756,S. & R. Childs Funeral Directors,01865 427 272,"Pharmacy House, 69 London Road, Oxford, Oxfordshire, OX3 9AA",Funeral Services
6757,S. & R. Childs Funeral Directors,01865 772 780,"1 Courtland Road, Oxford, Oxfordshire, OX4 4HZ",Funeral Services
6758,S. & R. Childs Funeral Directors,01865 714 007,"142 Oxford Road, Oxford, Oxfordshire, OX4 2EA",Funeral Services
6759,Hedges Law Limited,01865 594 265,"Beaver House, 23 38 Hythe Bridge Street, Ox1 2Ep, Oxford, Oxfordshire, OX1 2EP",Solicitors
6760,Hedges Law Limited,01865 594 265,"13, Beaumont Street, Oxford, Oxfordshire, OX1 2LP",Solicitors
6761,Pak Halal Erdem Food Centre Limited,01865 200 600,"238, Cowley Road, Oxford, Oxfordshire, OX4 1UH",Greengrocers
6762,Creative Data Limited,07771 633 671,"87, Warwick Street, Oxford, Oxfordshire, OX4 1SZ",Computer Software (development)
6763,Dynpro Uk Limited,01865 327 223,"Woodside, Hinksey Hill, Oxford, Oxfordshire, OX1 5BE",It Consultants
6764,Harris & Knight Roofing & Scaffolding,07920 866 637,"47 Towngate East, Peterborough, Cambridgeshire, PE6 8DR",Scaffolds And Work Platform Erectors
6765,Keith's Railwayana,01733 751 362,"3 Cerris Road, Peterborough, Cambridgeshire, PE1 4HR",Games And Toys Retail Sale Of
6766,The Motorcycle Works Ltd,01733 578 883,"13 Benedict Square, Peterborough, Cambridgeshire, PE4 6GD",Motor Cycles & Scooters
6767,Kyezauto Locksmith,07903 524 350,"90, St. Pauls Rd, Peterborough, Cambridgeshire, PE1 3DP",Locksmiths
6768,Thorpe Property Services,07472 725 773,"11 Conway Avenue, Peterborough, Cambridgeshire, PE4 6JD",Paving Contractors
6769,Barking Boutique,07935 364 718,"1 Daisy Drive, Peterborough, Cambridgeshire, PE7 8JL",Pet Services
6770,Ggm Accountancy Solutions Ltd,01733 229 412,"Yaxley, 1, Harebell Drive, Peterborough, Cambridgeshire, PE7 3UL",Accounting Activities
6771,Lex Lettings& Property Management,01733 350 043,"9 High Causeway, Peterborough, Cambridgeshire, PE7 1AE",Estate Management Services
6772,Top Class Tutors,01733 571 004,"""1354, Lincoln Road"", Peterborough, Cambridgeshire, PE4 6LP",Further Education Schools And Colleges
6773,Oak County Property Management,01733 707 207,"41 Oundle Road, Peterborough, Cambridgeshire, PE2 9PB",Estate Management Services
6774,Briggate Service Garage Ltd,01733 202 543,"Ramsey Road, Peterborough, Cambridgeshire, PE7 1DR",Motor Vehicle Mechanics
6775,Fountain Landscapes Ltd,07538 645 270,"3 South St, Peterborough, Cambridgeshire, PE2 8ES",Landscape Contractors
6776,Diversity Boutique,01832 270 330,"2A St. Osyths Lane, Peterborough, Cambridgeshire, PE8 4BG",Clothing Retailers
6777,Tui Holiday Superstore,01733 553 303,"Unit 3 Serpentine Green Shopping Centre, Hampton, Peterborough, Cambridgeshire, PE7 8BE",Travel Agency Activities
6778,Tui Holiday Store,01733 348 665,"Unit 56 Queensgate Centre, Peterborough, Cambridgeshire, PE1 1NH",Travel Agency Activities
6779,Central Battery Services Ltd,07889 562 673,"919 Lincoln Rd, Peterborough, Cambridgeshire, PE4 6AE",Battery Suppliers
6780,Priority Intervention Coaching,07540 837 489,"24 Uldale Way, Peterborough, Cambridgeshire, PE4 7GF",Counselling & Advice Services
6781,Bamboolocks,01733 222 281,"1 Thorney Rd, Peterborough, Cambridgeshire, PE6 7UN",Hairdressers (ladies)
6782,Wbcs,01733 898 034,"7, Hudson Grove, Peterborough, Cambridgeshire, PE7 0LT",Cleaning Contracting Domestic
6783,Autodentstar Ltd,07504 989 670,"4 Fenlake Business Centre, Peterborough, Cambridgeshire, PE1 5BQ",Car Body Repairers
6784,Kmb Security & Cleaning Services Ltd,0800 644 6255,"34 Campbell Drive, Peterborough, Cambridgeshire, PE4 7ZL",Cleaning Contracting Commercial
6785,Washsquad Window Cleaners,07933 087 379,"Brownlow Rd, Peterborough, Cambridgeshire, PE1 3PN",Cleaning Contracting Domestic
6786,Newflame Fire Equipment Co.Ltd,0800 542 2057,"Carlton House, 18, Willow Rd, Peterborough, Cambridgeshire, PE7 3HT",Security Equipment Suppliers And Manufacturers
6787,Tom Clare Photography,07827 225 812,"38 Godsey Lane, Peterborough, Cambridgeshire, PE6 8HT",Photographers (general)
6788,Best Western Plus Peterborough Orton Hall Hotel & Spa,01733 391 111,"The Village,Orton Longueville, Peterborough, Cambridgeshire, PE2 7DN",Hotels
6789,Aggregate Industries Asphalt,01455 288 222,"Oxney Road, Oxney Road Industrial Estate, Peterborough, Cambridgeshire, PE1 5YW",Foundations Construction Of
6790,Aggregate Industries Concrete,01268 769 696,"The Causeway, Peterborough, Cambridgeshire, PE6 0QH",Foundations Construction Of
6791,Uk Passenger Direct,0800 211 8636,"Hanbury, Peterborough, Cambridgeshire, PE2 5QT",Limousine Hire
6792,Autopass Driver Training,07748 613 431,"39 Maltby Close, Peterborough, Cambridgeshire, PE8 6EE",Driving Schools
6793,Express Asphalt,01733 340 045,"Oxney Road, Oxney Road Industrial Estate, Peterborough, Cambridgeshire, PE1 5YW",Foundations Construction Of
6794,Harvest Life Care Ltd,01733 852 478,"Unit 122 Culley Court, Peterborough, Cambridgeshire, PE2 6WA",Home Care Service Providers
6795,Lovelaces Flowers,07971 867 005,"Stalls 9-10, Peterborough Market, Cattle Market Rd, Peterborough, Cambridgeshire, PE1 1TW",Florists
6796,Aggregate Industries Aggregates,01733 270 384,"The Causeway, Peterborough, Cambridgeshire, PE6 0QH",Foundations Construction Of
6797,Aggregate Industries Minimix,01268 561 418,"The Causeway, Peterborough, Cambridgeshire, PE6 0QH",Foundations Construction Of
6798,Jm-Music Disco & Karaoke Hire,07879 240 220,"34 London St, Peterborough, Cambridgeshire, PE7 1BT",Mobile Disco Operators
6799,Avis,3445446089,"Midland Road, Peterborough, Cambridgeshire, PE3 6DD",Vehicle Rental (car)
6800,Joan Elizabeth Clairvoyant,01733 265 314,"Beech Hedge, 2A, Harewood Gardens, Peterborough, Cambridgeshire, PE3 9NF",Corporate Entertainment And Hospitality
6801,B C Darby Heating & Son,01733 701 013,"74 Mere View, Peterborough, Cambridgeshire, PE7 3HF",Heating Contractors
6802,Ms Home Improvements,07498 808 498,"82 Tattershall Drive, Peterborough, Cambridgeshire, PE6 8BS",Building Construction Contractors
6803,Expressions Painting,07545 054 355,"49 Elm Rd, Peterborough, Cambridgeshire, PE7 3SX",Painting Contractors
6804,Fen Homes Ltd,0800 634 3281,"Unit 1, 24A, Broad St, Peterborough, Cambridgeshire, PE7 1HA",Home Improvement
6805,Mh Electrical,07786 108 250,"11, Meadow Close, Peterborough, Cambridgeshire, PE7 3FG",Electrical Contractors And Electricians
6806,Sixt Car Hire - Closed,0844 499 3399,"Aspect House, Fengate, Peterborough, Cambridgeshire, PE1 5XG",Vehicle Rental (car)
6807,Mv Autotech Ltd,07873 428 589,"114 Padholme Rd, Peterborough, Cambridgeshire, PE1 5EN",Motor Vehicle Mechanics
6808,B Safe Electrical Services Ltd,01733 340 463,"Unit 49 Second Drove Ind Est, Peterborough, Cambridgeshire, PE1 5XA",Electrical Contractors And Electricians
6809,Town Tyres Ltd,01733 688 723,"1A Eastgate, Peterborough, Cambridgeshire, PE7 1SE",Tyre Dealers
